Domain Code;Domain;Area Code (M49);Area;Element Code;Element;Item Code (CPC);Item;Year Code;Year;Unit;Value;Flag;Flag Description;Note
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01199.90;Cereals n.e.c.;2019;2019;kg/ha;1663.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01199.90;Cereals n.e.c.;2019;2019;t;6270.37;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01199.90;Cereals n.e.c.;2020;2020;ha;3792;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01199.90;Cereals n.e.c.;2020;2020;kg/ha;1644.7;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01199.90;Cereals n.e.c.;2020;2020;t;6237.16;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01199.90;Cereals n.e.c.;2021;2021;ha;3789;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01199.90;Cereals n.e.c.;2021;2021;kg/ha;1595.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01199.90;Cereals n.e.c.;2021;2021;t;6045.1;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01199.90;Cereals n.e.c.;2022;2022;ha;3783;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01199.90;Cereals n.e.c.;2022;2022;kg/ha;1634.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01199.90;Cereals n.e.c.;2022;2022;t;6184.21;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2014;2014;t;5736.86;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2015;2015;t;5312.88;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2016;2016;t;5169.01;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2017;2017;t;5076.92;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2018;2018;t;5010.52;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2019;2019;t;4560.88;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2020;2020;t;4347.74;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22254;Cheese from milk of goats, fresh or processed;2021;2021;t;4150.93;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2014;2014;t;5911.5;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2015;2015;t;5362.5;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2016;2016;t;4269;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2017;2017;t;4250;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2018;2018;t;4531.75;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2019;2019;t;3725;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2020;2020;t;3675;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22253;Cheese from milk of sheep, fresh or processed;2021;2021;t;3725;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2014;2014;t;130361;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2015;2015;t;191359;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2016;2016;t;182900;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2017;2017;t;189543;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2018;2018;t;145144.81;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2019;2019;t;128055.16;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2020;2020;t;119605.09;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;22251.01;Cheese from whole cow milk;2021;2021;t;127236.42;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2014;2014;ha;11300;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2014;2014;kg/ha;5958.4;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2014;2014;t;67330;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2015;2015;ha;10800;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2015;2015;kg/ha;7096.3;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2015;2015;t;76640;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2016;2016;ha;10100;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2016;2016;kg/ha;6269.3;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2016;2016;t;63320;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2017;2017;ha;10200;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2017;2017;kg/ha;6947.1;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2017;2017;t;70860;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2018;2018;ha;9800;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2018;2018;kg/ha;8636.7;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2018;2018;t;84640;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2019;2019;ha;10000;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2019;2019;kg/ha;6864;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2019;2019;t;68640;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2020;2020;ha;10000;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2020;2020;kg/ha;6355;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2020;2020;t;63550;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2021;2021;ha;10300;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2021;2021;kg/ha;6004.9;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2021;2021;t;61850;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01344.02;Cherries;2022;2022;ha;7000;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01344.02;Cherries;2022;2022;kg/ha;8311.4;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01344.02;Cherries;2022;2022;t;58180;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2014;2014;ha;80;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2014;2014;kg/ha;2500;X;Figure from international organizations;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2014;2014;t;200;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2015;2015;ha;80;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2015;2015;kg/ha;2500;X;Figure from international organizations;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2015;2015;t;200;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2016;2016;ha;82;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2016;2016;kg/ha;2841.2;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2016;2016;t;233.33;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2017;2017;ha;80;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2017;2017;kg/ha;2646.7;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2017;2017;t;211.11;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2018;2018;ha;83;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2018;2018;kg/ha;2672.1;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2018;2018;t;221.37;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2019;2019;ha;82;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2019;2019;kg/ha;2744;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2019;2019;t;223.66;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2020;2020;ha;83;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2020;2020;kg/ha;2721;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2020;2020;t;224.82;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2021;2021;ha;83;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2021;2021;kg/ha;2727.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2021;2021;t;225.03;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1373;Chestnuts, in shell;2022;2022;ha;82;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1373;Chestnuts, in shell;2022;2022;kg/ha;2734.1;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1373;Chestnuts, in shell;2022;2022;t;225.24;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2014;2014;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2014;2014;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2015;2015;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2015;2015;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2016;2016;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2016;2016;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2017;2017;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2017;2017;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2018;2018;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2018;2018;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2019;2019;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2019;2019;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2020;2020;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2020;2020;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2021;2021;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2021;2021;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1703;Chick peas, dry;2022;2022;ha;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5510;Production;1703;Chick peas, dry;2022;2022;t;0;M;Missing value (data cannot exist, not applicable);
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2014;2014;1000 An;201008;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2015;2015;1000 An;193885;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2016;2016;1000 An;186354;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2017;2017;1000 An;184336;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2018;2018;1000 An;186737;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2019;2019;1000 An;191968;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2020;2020;1000 An;202511;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2021;2021;1000 An;183543;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5112;Stocks;2151;Chickens;2022;2022;1000 An;186623;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2014;2014;ha;200;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2014;2014;kg/ha;20850;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2014;2014;t;4170;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2015;2015;ha;200;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2015;2015;kg/ha;29400;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2015;2015;t;5880;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2016;2016;ha;300;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2016;2016;kg/ha;24533.3;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2016;2016;t;7360;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2017;2017;ha;233;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2017;2017;kg/ha;24871.4;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2017;2017;t;5803.33;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2018;2018;ha;244;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2018;2018;kg/ha;25968.2;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2018;2018;t;6347.78;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2019;2019;ha;259;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2019;2019;kg/ha;25085.7;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2019;2019;t;6503.7;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2020;2020;ha;246;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2020;2020;kg/ha;25310.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2020;2020;t;6218.27;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2021;2021;ha;250;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2021;2021;kg/ha;25447.3;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2021;2021;t;6356.58;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1691;Chicory roots;2022;2022;ha;252;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1691;Chicory roots;2022;2022;kg/ha;25278.6;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1691;Chicory roots;2022;2022;t;6359.52;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2014;2014;ha;16300;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2014;2014;kg/ha;11525.2;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2014;2014;t;187860;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2015;2015;ha;14700;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2015;2015;kg/ha;11371.4;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2015;2015;t;167160;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2016;2016;ha;15000;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2016;2016;kg/ha;12874.7;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2016;2016;t;193120;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2017;2017;ha;15500;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2017;2017;kg/ha;11294.2;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2017;2017;t;175060;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2018;2018;ha;15200;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2018;2018;kg/ha;11588.8;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2018;2018;t;176150;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2019;2019;ha;15400;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2019;2019;kg/ha;11222.7;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2019;2019;t;172830;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2020;2020;ha;15800;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2020;2020;kg/ha;11474.1;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2020;2020;t;181290;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2021;2021;ha;15500;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2021;2021;kg/ha;11197.4;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2021;2021;t;173560;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;2022;ha;11000;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;2022;kg/ha;10610;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1231;Chillies and peppers, green (Capsicum spp. and Pimenta spp.);2022;2022;t;116710;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2014;2014;ha;200;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2014;2014;kg/ha;2000;X;Figure from international organizations;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2014;2014;t;400;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2015;2015;ha;200;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2015;2015;kg/ha;1500;X;Figure from international organizations;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2015;2015;t;300;X;Figure from international organizations;Unofficial figure
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2016;2016;ha;200;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2016;2016;kg/ha;2500;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2016;2016;t;500;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2017;2017;ha;197;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2017;2017;kg/ha;2033.5;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2017;2017;t;400;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2018;2018;ha;193;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2018;2018;kg/ha;2040.8;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2018;2018;t;392.91;I;Imputed value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2019;2019;ha;196;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2019;2019;kg/ha;2194.2;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2019;2019;t;430.97;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2020;2020;ha;195;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2020;2020;kg/ha;2089.8;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2020;2020;t;407.96;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2021;2021;ha;195;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2021;2021;kg/ha;2108.8;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2021;2021;t;410.61;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;01355.02;Cranberries;2022;2022;ha;195;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;01355.02;Cranberries;2022;2022;kg/ha;2131.1;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5510;Production;01355.02;Cranberries;2022;2022;t;416.52;E;Estimated value;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1232;Cucumbers and gherkins;2014;2014;ha;51800;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1232;Cucumbers and gherkins;2014;2014;kg/ha;18164.9;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1232;Cucumbers and gherkins;2014;2014;t;940940;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1232;Cucumbers and gherkins;2015;2015;ha;50600;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1232;Cucumbers and gherkins;2015;2015;kg/ha;18946;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1232;Cucumbers and gherkins;2015;2015;t;958670;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1232;Cucumbers and gherkins;2016;2016;ha;49800;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1232;Cucumbers and gherkins;2016;2016;kg/ha;19054.2;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1232;Cucumbers and gherkins;2016;2016;t;948900;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5312;Area harvested;1232;Cucumbers and gherkins;2017;2017;ha;50400;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5412;Yield;1232;Cucumbers and gherkins;2017;2017;kg/ha;17783.3;A;Official figure;
QCL;Crops and livestock products;804;Ukraine;5510;Production;1232;Cucumbers and gherkins;2017;2017;t;896280;A;Official figure;
